Thickness,Twist,Solidity,TSR,Pred_Cp,Sigma_Cp,Pred_TRF,Sigma_TRF
13.000057954643017,35.87665868028508,1.9989182846567408,287.50466194090063,0.3833082532260953,0.004468160812634986,1.492784793103391,0.028998418547675046
13.000001951633944,35.510973544902996,1.9994137368824847,287.5041230508731,0.3833080776142631,0.0044523102180020774,1.498315568903311,0.027936475674094498
13.000000382000664,35.587332969396165,1.9990032295457671,287.503789012321,0.3833072439155283,0.00445293250395171,1.4971102973698522,0.02837729057863062
13.000057920575607,36.51004475625411,1.9989471452515306,287.50466313054375,0.38330706358448385,0.004485290368735662,1.4834797264970825,0.03023434223462261
13.002995392109847,36.04452878377178,1.99859538414309,287.50376371899756,0.38330622011891435,0.004466831593562536,1.4908570360131848,0.029710196796535405
13.000086586851612,36.31208538271602,1.9989268224479115,287.50382205477325,0.38330592432054555,0.0044730738606272675,1.4863695460059603,0.02985116997306966
13.000086949700172,36.924527539873075,1.9991022342200264,287.5038230200162,0.3833047927859289,0.00448934483624815,1.4775214494880586,0.030951846605639897
13.000004089420193,37.4729397953089,1.9990152669527024,287.5038690309475,0.38330378671293575,0.004505288115947332,1.469694817635785,0.032072909203913376
13.000004086520946,38.14284654792732,1.999087240462111,287.50387007759224,0.3833024720386039,0.004524049734092838,1.4603222355409624,0.03313851448569347
13.000057918224396,39.12996551836282,1.9992003006182286,287.5049235933407,0.38330235398751444,0.004561006075101956,1.446736822893042,0.03419395549812025
13.000000662026675,38.400529610838184,1.9991585124314997,287.5038882038427,0.3833020007153861,0.004531353322228279,1.4567557784739744,0.03345570431356826
13.000000069846983,38.750414901223195,1.9991569622085856,287.5041731338421,0.3833018084640809,0.004543634804379095,1.451929805635271,0.03387069230359212
13.000001176297067,39.414636771069816,1.999301544483029,287.50406143069665,0.3833002603600135,0.004561767835238116,1.4428419005084578,0.0343337923738055
13.000060926876866,39.46960902940062,1.9992961730311043,287.50403430209565,0.3833000951952463,0.004563190852736541,1.4421023159672992,0.03436405297637589
13.000001177006085,39.76199009027866,1.9993572494919114,287.5040619070033,0.3832995420965283,0.004571897682149022,1.4381078001707195,0.03444924759078281
