Thickness,Twist,Solidity,TSR,Pred_Cp,Sigma_Cp,Pred_TRF,Sigma_TRF
15.004470253332087,74.25124151700501,0.7503061805691127,2.946557682951445,0.38142942145111713,0.005819632455074505,2.3046721450279635,0.02182348507979832
15.01449482248572,97.06521799740696,0.7542814681918495,2.884742960649675,0.3797471619322993,0.010464780312184443,1.5560123447169913,0.02543353403165669
15.014236132510687,96.90653125879021,0.7618590849195893,2.890352799669399,0.3794677497338307,0.010505898163053222,1.5511451203099087,0.023743844794386054
15.014137580306068,97.52937744242568,0.760781028365208,2.886021002582087,0.37930774216457974,0.011001092971933234,1.5235220280235384,0.023634727458781344
15.00902367539749,97.27308198660184,0.760781028365208,2.8850249774548344,0.379238903790549,0.010591190628504613,1.5351884977997547,0.02207624925053818
15.014587922407344,97.75778911473125,0.7615378720014161,2.8863365220182193,0.3791996093575615,0.011291168299915126,1.5122458158506191,0.023573958930288304
15.009408119996445,97.94729074796493,0.7570737779027074,2.8817198701195053,0.3791532249344687,0.011465322029361548,1.509626591540608,0.022699482445782612
15.002875924791214,97.37762536297313,0.7597648103742043,2.8849937847164235,0.37911698042259656,0.010634835197762963,1.5314256936014983,0.02115344745695932
15.014633905507905,97.6571894061851,0.7611174061745105,2.8748543162279776,0.3790095137583652,0.010971041907851442,1.5172938357274544,0.023711690195114182
15.01421870829258,98.50732841234709,0.7597754937893221,2.885034068545878,0.3790043997209897,0.012320037758198813,1.4787702689121907,0.02347529887288884
15.013353989020313,98.68219434305988,0.7597754937893221,2.8895171603843863,0.3789885846270489,0.012610131859535783,1.4704145478679576,0.02308441946403842
15.014228409591265,96.91920651156822,0.755314321029712,2.8592130660194415,0.37890985475416994,0.0092752430073194,1.55996536310423,0.02514514056345114
15.000021312682053,95.73448533031079,0.7527342837143838,2.8592130660194415,0.37886753557570574,0.007402754958619587,1.6164580292365782,0.02380669295666105
15.01421870829258,98.93210097251317,0.7597754937893221,2.8850072089064858,0.37882685845437647,0.012946523700930511,1.458440414745905,0.023337256555522053
